timestamp,meter_reading,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_speed,air_temperature1
2016-05-21 10:00:00,311.93,23.3,0.0,21.7,0.0,0,0.0,0.5
2016-05-21 11:00:00,302.374,22.2,0.0,21.1,0.0,0,0.0,-1.1000000000000014
2016-05-21 12:00:00,301.692,23.3,6.0,21.1,0.0,0,0.0,1.1000000000000014
2016-05-21 13:00:00,300.327,25.0,0.0,21.7,0.0,0,2.6,1.6999999999999993
2016-05-21 14:00:00,293.501,26.1,0.0,21.7,0.0,0,3.1,1.1000000000000014
2016-05-21 15:00:00,292.818,26.7,0.0,21.1,0.0,0,3.1,0.5999999999999979
2016-05-21 16:00:00,294.866,27.8,0.0,20.6,0.0,0,4.1,1.1000000000000014
2016-05-21 17:00:00,309.2,28.3,0.0,20.6,0.0,0,2.1,0.5
2016-05-21 18:00:00,302.374,30.0,6.0,20.6,0.0,0,5.1,1.6999999999999993
2016-05-21 19:00:00,306.469,30.0,0.0,20.6,0.0,0,5.1,0.0
2016-05-21 20:00:00,235.483,32.2,4.0,20.0,0.0,0,6.7,2.200000000000003
2016-05-21 21:00:00,242.30900000000003,31.7,4.0,18.3,0.0,0,5.7,-0.5000000000000036
2016-05-21 22:00:00,244.357,31.7,2.0,18.3,0.0,0,5.1,0.0
2016-05-21 23:00:00,255.96,30.6,2.0,17.2,0.0,0,6.2,-1.0999999999999979
2016-05-22 00:00:00,251.182,28.9,2.0,17.2,0.0,0,4.1,-1.7000000000000028
2016-05-22 01:00:00,264.151,26.7,2.0,17.8,0.0,0,2.1,-2.1999999999999993
2016-05-22 02:00:00,245.039,25.6,0.0,17.8,0.0,0,2.6,-1.0999999999999979
2016-05-22 03:00:00,253.23,25.0,2.0,18.3,0.0,0,2.6,-0.6000000000000014
2016-05-22 04:00:00,252.547,24.4,2.0,18.9,0.0,0,3.6,-0.6000000000000014
2016-05-22 05:00:00,251.182,23.9,0.0,19.4,0.0,0,1.5,-0.5
2016-05-22 06:00:00,252.547,22.8,0.0,19.4,0.0,0,2.1,-1.0999999999999979
2016-05-22 07:00:00,241.626,22.2,0.0,20.0,0.0,0,2.6,-0.6000000000000014
2016-05-22 08:00:00,322.168,22.8,0.0,20.6,0.0,0,2.1,0.6000000000000014
2016-05-22 09:00:00,303.73900000000003,22.2,2.0,20.6,0.0,0,2.1,-0.6000000000000014
2016-05-22 10:00:00,308.517,21.7,0.0,20.6,0.0,0,2.1,-0.5
2016-05-22 11:00:00,307.152,22.2,0.0,21.1,0.0,0,2.6,0.5
2016-05-22 12:00:00,302.374,23.3,6.0,21.7,0.0,0,2.6,1.1000000000000014
2016-05-22 13:00:00,305.10400000000004,25.0,0.0,21.7,0.0,0,3.6,1.6999999999999993
2016-05-22 14:00:00,312.613,27.8,4.0,20.6,0.0,0,4.6,2.8000000000000007
2016-05-22 15:00:00,255.278,28.3,4.0,20.0,0.0,0,5.1,0.5
2016-05-22 16:00:00,227.975,29.4,4.0,18.9,0.0,0,5.7,1.0999999999999979
2016-05-22 17:00:00,238.21400000000003,30.6,0.0,18.3,0.0,0,5.7,1.2000000000000028
2016-05-22 18:00:00,241.626,31.1,4.0,17.2,0.0,0,7.7,0.5
2016-05-22 19:00:00,254.595,31.7,4.0,16.1,0.0,0,6.2,0.5999999999999979
2016-05-22 20:00:00,247.769,31.7,4.0,14.4,0.0,0,9.3,0.0
2016-05-22 21:00:00,258.69,31.1,0.0,13.3,0.0,0,8.2,-0.5999999999999979
2016-05-22 22:00:00,254.595,30.0,0.0,13.3,0.0,0,7.7,-1.1000000000000014
2016-05-22 23:00:00,268.92900000000003,28.9,0.0,13.9,0.0,0,6.7,-1.1000000000000014
2016-05-23 00:00:00,237.531,26.7,6.0,14.4,0.0,0,7.2,-2.1999999999999993
2016-05-23 01:00:00,239.579,25.6,0.0,15.6,0.0,0,5.1,-1.0999999999999979
2016-05-23 02:00:00,236.848,24.4,0.0,15.0,0.0,0,3.6,-1.2000000000000028
2016-05-23 03:00:00,234.118,24.4,0.0,15.6,0.0,0,6.2,0.0
2016-05-23 04:00:00,229.34,23.9,0.0,15.6,0.0,0,3.6,-0.5
2016-05-23 05:00:00,206.133,23.3,0.0,16.7,0.0,0,2.6,-0.5999999999999979
2016-05-23 06:00:00,216.372,22.8,8.0,16.7,0.0,0,1.5,-0.5
2016-05-23 07:00:00,221.149,21.7,0.0,17.2,0.0,0,0.0,-1.1000000000000014
2016-05-23 08:00:00,266.199,21.1,0.0,17.2,0.0,0,1.5,-0.5999999999999979
2016-05-23 09:00:00,241.626,21.1,0.0,17.2,0.0,0,0.0,0.0
2016-05-23 10:00:00,240.261,21.1,4.0,17.8,0.0,0,1.5,0.0
2016-05-23 11:00:00,248.452,20.6,2.0,17.2,0.0,0,0.0,-0.5
2016-05-23 12:00:00,224.562,22.8,2.0,18.3,0.0,0,0.0,2.1999999999999993
2016-05-23 13:00:00,229.34,25.0,2.0,18.3,0.0,0,2.6,2.1999999999999993
2016-05-23 14:00:00,227.293,26.7,2.0,17.2,0.0,0,2.1,1.6999999999999993
2016-05-23 15:00:00,230.705,27.2,4.0,16.1,0.0,0,2.1,0.5
2016-05-23 16:00:00,239.579,27.2,4.0,15.0,0.0,0,3.1,0.0
2016-05-23 17:00:00,238.21400000000003,28.9,4.0,15.6,0.0,0,4.1,1.6999999999999993
2016-05-23 18:00:00,236.166,28.9,4.0,13.9,0.0,0,1.5,0.0
2016-05-23 19:00:00,247.769,30.6,4.0,13.9,0.0,0,3.6,1.7000000000000028
2016-05-23 20:00:00,242.30900000000003,30.0,4.0,12.8,0.0,0,1.5,-0.6000000000000014
2016-05-23 21:00:00,229.34,30.0,4.0,13.9,0.0,0,0.0,0.0
2016-05-23 22:00:00,221.149,30.6,4.0,13.9,0.0,0,0.0,0.6000000000000014
2016-05-23 23:00:00,224.562,27.8,4.0,16.7,0.0,0,6.2,-2.8000000000000007
2016-05-24 00:00:00,223.197,26.1,4.0,15.6,0.0,0,6.2,-1.6999999999999993
2016-05-24 01:00:00,232.753,25.0,4.0,15.6,0.0,0,4.6,-1.1000000000000014
2016-05-24 02:00:00,212.276,23.9,2.0,15.6,0.0,0,4.1,-1.1000000000000014
2016-05-24 03:00:00,215.689,23.3,2.0,16.1,0.0,0,2.1,-0.5999999999999979
2016-05-24 04:00:00,215.689,22.8,4.0,16.1,0.0,0,2.1,-0.5
2016-05-24 05:00:00,214.324,22.8,2.0,16.1,0.0,0,2.1,0.0
2016-05-24 06:00:00,217.737,22.8,4.0,16.7,0.0,0,2.1,0.0
2016-05-24 07:00:00,240.944,22.8,4.0,17.2,0.0,0,2.1,0.0
2016-05-24 08:00:00,256.643,21.7,2.0,17.2,0.0,0,2.1,-1.1000000000000014
2016-05-24 09:00:00,244.357,21.7,2.0,17.2,0.0,0,2.6,0.0
2016-05-24 10:00:00,317.39,21.1,2.0,17.2,0.0,0,3.1,-0.5999999999999979
2016-05-24 11:00:00,320.803,22.2,4.0,17.8,0.0,0,2.6,1.0999999999999979
2016-05-24 12:00:00,303.057,23.9,4.0,18.3,0.0,0,3.1,1.6999999999999993
2016-05-24 13:00:00,296.914,26.1,4.0,19.4,0.0,0,4.6,2.200000000000003
2016-05-24 14:00:00,284.628,27.8,2.0,19.4,0.0,0,4.6,1.6999999999999993
2016-05-24 15:00:00,245.722,27.8,4.0,19.4,0.0,0,5.1,0.0
2016-05-24 16:00:00,258.69,30.0,4.0,19.4,0.0,0,5.1,2.1999999999999993
2016-05-24 17:00:00,245.722,30.0,2.0,18.9,0.0,0,4.1,0.0
2016-05-24 18:00:00,259.373,30.0,6.0,18.3,0.0,0,6.2,0.0
2016-05-24 19:00:00,222.515,26.7,0.0,18.3,0.0,0,8.8,-3.3000000000000007
2016-05-24 20:00:00,226.61,26.1,0.0,17.2,0.0,0,6.7,-0.5999999999999979
2016-05-24 21:00:00,219.102,26.7,0.0,15.6,0.0,0,7.7,0.5999999999999979
2016-05-24 22:00:00,212.276,27.8,4.0,15.0,0.0,0,6.7,1.1000000000000014
2016-05-24 23:00:00,221.832,27.2,4.0,13.3,0.0,0,7.7,-0.6000000000000014
2016-05-25 00:00:00,208.863,26.1,4.0,13.9,0.0,0,5.1,-1.0999999999999979
2016-05-25 01:00:00,215.006,24.4,2.0,14.4,0.0,0,4.1,-1.7000000000000028
2016-05-25 02:00:00,223.197,22.8,0.0,15.0,0.0,0,2.6,-1.5999999999999979
2016-05-25 03:00:00,212.276,22.8,2.0,15.6,0.0,0,2.6,0.0
2016-05-25 04:00:00,214.324,21.7,2.0,15.6,0.0,0,1.5,-1.1000000000000014
2016-05-25 05:00:00,215.006,21.1,0.0,15.6,0.0,0,2.1,-0.5999999999999979
2016-05-25 06:00:00,211.594,21.7,2.0,16.1,0.0,0,1.5,0.5999999999999979
2016-05-25 07:00:00,233.436,21.1,4.0,16.1,0.0,0,1.5,-0.5999999999999979
2016-05-25 08:00:00,265.516,21.1,2.0,16.7,0.0,0,1.5,0.0
2016-05-25 09:00:00,253.23,21.1,0.0,17.2,0.0,0,2.1,0.0
2016-05-25 10:00:00,269.611,20.6,0.0,17.2,0.0,0,2.1,-0.5
2016-05-25 11:00:00,258.69,21.1,4.0,17.2,0.0,0,2.1,0.5
2016-05-25 12:00:00,273.024,23.3,2.0,18.3,0.0,0,2.1,2.1999999999999993
2016-05-25 13:00:00,258.008,25.6,2.0,17.8,0.0,0,4.6,2.3000000000000007
2016-05-25 14:00:00,264.833,27.2,2.0,17.2,0.0,0,4.6,1.5999999999999979
2016-05-25 15:00:00,255.96,28.3,2.0,17.8,0.0,0,3.6,1.1000000000000014
2016-05-25 16:00:00,258.69,30.6,2.0,13.9,0.0,0,4.1,2.3000000000000007
2016-05-25 17:00:00,253.912,31.1,2.0,12.2,0.0,0,6.2,0.5
2016-05-25 18:00:00,252.547,30.6,4.0,11.1,0.0,0,5.7,-0.5
2016-05-25 19:00:00,218.419,30.6,4.0,11.1,0.0,0,5.1,0.0
2016-05-25 20:00:00,219.784,30.0,4.0,12.8,0.0,0,6.7,-0.6000000000000014
2016-05-25 21:00:00,221.832,28.9,0.0,13.3,0.0,0,6.2,-1.1000000000000014
2016-05-25 22:00:00,195.895,28.9,4.0,12.8,0.0,0,6.2,0.0
2016-05-25 23:00:00,187.704,27.8,2.0,12.8,0.0,0,5.7,-1.0999999999999979
2016-05-26 00:00:00,200.673,26.1,0.0,13.3,0.0,0,4.1,-1.6999999999999993
2016-05-26 01:00:00,197.26,24.4,0.0,14.4,0.0,0,4.1,-1.7000000000000028
2016-05-26 02:00:00,201.355,22.8,0.0,15.0,0.0,0,3.1,-1.5999999999999979
2016-05-26 03:00:00,210.911,22.2,0.0,15.6,0.0,0,1.5,-0.6000000000000014
2016-05-26 04:00:00,204.768,21.7,0.0,15.6,0.0,0,1.5,-0.5
2016-05-26 05:00:00,209.546,21.7,0.0,15.6,0.0,0,3.1,0.0
2016-05-26 06:00:00,215.006,21.1,0.0,15.6,0.0,0,2.6,-0.5999999999999979
2016-05-26 07:00:00,202.038,20.6,0.0,15.6,0.0,0,1.5,-0.5
2016-05-26 08:00:00,236.848,20.0,0.0,15.6,0.0,0,2.1,-0.6000000000000014
2016-05-26 09:00:00,73.0339,19.4,0.0,15.6,0.0,0,2.1,-0.6000000000000014
2016-05-26 10:00:00,182.926,19.4,2.0,15.6,0.0,0,1.5,0.0
2016-05-26 11:00:00,185.656,20.0,2.0,15.6,0.0,0,1.5,0.6000000000000014
2016-05-26 12:00:00,184.974,22.8,2.0,16.1,0.0,0,2.6,2.8000000000000007
2016-05-26 13:00:00,188.387,25.0,2.0,16.1,0.0,0,3.6,2.1999999999999993
2016-05-26 14:00:00,185.656,26.7,4.0,16.1,0.0,0,3.1,1.6999999999999993
2016-05-26 15:00:00,184.291,27.2,4.0,16.1,0.0,0,3.1,0.5
2016-05-26 16:00:00,189.069,28.3,4.0,16.1,0.0,0,5.7,1.1000000000000014
2016-05-26 17:00:00,191.117,28.9,4.0,15.6,0.0,0,5.1,0.5999999999999979
2016-05-26 18:00:00,182.24400000000003,29.4,6.0,14.4,0.0,0,7.2,0.5
2016-05-26 19:00:00,183.609,30.0,0.0,13.3,0.0,0,6.2,0.6000000000000014
2016-05-26 20:00:00,174.735,30.0,0.0,13.3,0.0,0,5.7,0.0
2016-05-26 21:00:00,171.32299999999998,30.0,0.0,13.3,0.0,0,6.2,0.0
2016-05-26 22:00:00,166.545,28.9,4.0,15.6,0.0,0,6.7,-1.1000000000000014
2016-05-26 23:00:00,167.227,27.2,2.0,14.4,0.0,0,6.7,-1.6999999999999993
2016-05-27 00:00:00,169.275,26.1,2.0,13.9,0.0,0,4.6,-1.0999999999999979
2016-05-27 01:00:00,177.46599999999998,24.4,2.0,16.1,0.0,0,4.1,-1.7000000000000028
2016-05-27 02:00:00,193.165,22.8,2.0,16.1,0.0,0,3.1,-1.5999999999999979
2016-05-27 03:00:00,182.24400000000003,23.3,0.0,16.7,0.0,0,3.1,0.5
2016-05-27 04:00:00,189.069,23.3,0.0,17.2,0.0,0,4.6,0.0
2016-05-27 05:00:00,206.816,23.3,0.0,17.2,0.0,0,4.6,0.0
2016-05-27 06:00:00,200.673,22.8,6.0,16.7,0.0,0,1.5,-0.5
2016-05-27 07:00:00,197.26,22.8,0.0,17.8,0.0,0,3.1,0.0
2016-05-27 08:00:00,172.005,22.8,0.0,18.3,0.0,0,2.6,0.0
2016-05-27 09:00:00,169.958,22.2,0.0,18.3,0.0,0,2.1,-0.6000000000000014
2016-05-27 10:00:00,180.879,21.7,2.0,18.3,0.0,0,2.6,-0.5
2016-05-27 11:00:00,183.609,21.7,2.0,18.3,0.0,0,3.1,0.0
2016-05-27 12:00:00,181.561,23.9,2.0,18.3,0.0,0,3.6,2.1999999999999993
2016-05-27 13:00:00,181.561,25.6,2.0,18.3,0.0,0,4.1,1.7000000000000028
2016-05-27 14:00:00,182.24400000000003,26.1,4.0,17.8,0.0,0,3.6,0.5
2016-05-27 15:00:00,178.831,27.2,4.0,16.7,0.0,0,3.6,1.0999999999999979
2016-05-27 16:00:00,176.101,30.0,4.0,17.2,0.0,0,3.6,2.8000000000000007
2016-05-27 17:00:00,179.513,30.0,0.0,17.8,0.0,0,5.1,0.0
2016-05-27 18:00:00,178.831,29.4,6.0,17.8,0.0,0,6.2,-0.6000000000000014
2016-05-27 19:00:00,176.101,30.6,0.0,17.8,0.0,0,6.7,1.2000000000000028
2016-05-27 20:00:00,176.783,29.4,0.0,17.8,0.0,0,6.2,-1.2000000000000028
2016-05-27 21:00:00,176.101,28.3,0.0,18.3,0.0,0,5.7,-1.0999999999999979
2016-05-27 22:00:00,174.735,27.8,0.0,18.3,0.0,0,6.2,-0.5
2016-05-27 23:00:00,175.418,26.7,0.0,19.4,0.0,0,3.6,-1.1000000000000014
2016-05-28 00:00:00,178.831,26.1,6.0,18.9,0.0,0,5.1,-0.5999999999999979
2016-05-28 01:00:00,181.561,25.0,2.0,18.9,0.0,0,3.6,-1.1000000000000014
2016-05-28 02:00:00,184.291,24.4,0.0,19.4,0.0,0,4.1,-0.6000000000000014
2016-05-28 03:00:00,195.212,23.9,0.0,19.4,0.0,0,3.1,-0.5
2016-05-28 04:00:00,197.26,23.3,2.0,19.4,0.0,0,3.1,-0.5999999999999979
2016-05-28 05:00:00,206.816,22.8,2.0,19.4,0.0,0,2.6,-0.5
2016-05-28 06:00:00,210.228,22.8,2.0,20.0,0.0,0,2.1,0.0
2016-05-28 07:00:00,197.26,22.2,2.0,19.4,0.0,0,2.6,-0.6000000000000014
2016-05-28 08:00:00,172.688,21.7,2.0,19.4,0.0,0,3.1,-0.5
2016-05-28 09:00:00,171.32299999999998,21.7,0.0,19.4,0.0,0,1.5,0.0
2016-05-28 10:00:00,173.37,21.7,2.0,19.4,0.0,0,0.0,0.0
2016-05-28 11:00:00,174.735,21.7,2.0,19.4,0.0,0,1.5,0.0
2016-05-28 12:00:00,175.418,23.9,2.0,20.0,0.0,0,2.6,2.1999999999999993
2016-05-28 13:00:00,172.688,25.6,2.0,20.6,0.0,0,2.1,1.7000000000000028
2016-05-28 14:00:00,174.735,27.2,4.0,20.0,0.0,0,3.1,1.5999999999999979
2016-05-28 15:00:00,175.418,28.3,4.0,19.4,0.0,0,2.6,1.1000000000000014
2016-05-28 16:00:00,179.513,30.0,0.0,18.3,0.0,0,2.6,1.6999999999999993
2016-05-28 17:00:00,179.513,31.1,4.0,17.8,0.0,0,2.6,1.1000000000000014
2016-05-28 18:00:00,176.783,31.7,4.0,17.2,0.0,0,2.6,0.5999999999999979
2016-05-28 19:00:00,172.688,32.8,4.0,16.7,0.0,0,4.1,1.0999999999999979
2016-05-28 20:00:00,176.101,32.2,4.0,16.1,0.0,0,4.1,-0.5999999999999943
2016-05-28 21:00:00,177.46599999999998,31.7,4.0,16.7,0.0,0,2.1,-0.5000000000000036
2016-05-28 22:00:00,179.513,30.0,0.0,20.6,0.0,0,8.2,-1.6999999999999993
2016-05-28 23:00:00,177.46599999999998,28.9,0.0,20.6,0.0,0,6.7,-1.1000000000000014
2016-05-29 00:00:00,177.46599999999998,27.8,6.0,20.6,0.0,0,5.1,-1.0999999999999979
2016-05-29 01:00:00,176.101,26.7,2.0,20.0,0.0,0,3.6,-1.1000000000000014
2016-05-29 02:00:00,178.148,25.0,2.0,20.0,0.0,0,3.6,-1.6999999999999993
2016-05-29 03:00:00,177.46599999999998,23.9,4.0,20.6,0.0,0,3.1,-1.1000000000000014
2016-05-29 04:00:00,183.609,23.3,4.0,20.6,0.0,0,3.1,-0.5999999999999979
2016-05-29 05:00:00,183.609,22.8,4.0,20.6,0.0,0,0.0,-0.5
2016-05-29 06:00:00,187.704,23.3,4.0,20.6,0.0,0,0.0,0.5
2016-05-29 07:00:00,180.879,23.3,4.0,20.6,0.0,0,0.0,0.0
2016-05-29 08:00:00,169.275,22.2,4.0,20.0,0.0,0,2.1,-1.1000000000000014
2016-05-29 09:00:00,173.37,22.8,2.0,20.6,0.0,0,2.1,0.6000000000000014
2016-05-29 10:00:00,173.37,22.2,2.0,20.0,0.0,0,2.1,-0.6000000000000014
2016-05-29 11:00:00,176.101,21.7,2.0,20.0,0.0,0,1.5,-0.5
2016-05-29 12:00:00,173.37,23.9,2.0,20.6,0.0,0,1.5,2.1999999999999993
2016-05-29 13:00:00,173.37,25.6,2.0,20.0,0.0,0,0.0,1.7000000000000028
2016-05-29 14:00:00,174.735,27.8,2.0,20.0,0.0,0,2.1,2.1999999999999993
2016-05-29 15:00:00,176.783,28.9,4.0,19.4,0.0,0,0.0,1.0999999999999979
2016-05-29 16:00:00,181.561,30.6,4.0,18.9,0.0,0,1.5,1.7000000000000028
2016-05-29 17:00:00,177.46599999999998,30.6,4.0,18.9,0.0,0,3.1,0.0
2016-05-29 18:00:00,174.735,32.8,6.0,18.3,0.0,0,0.0,2.1999999999999957
2016-05-29 19:00:00,176.101,32.8,0.0,17.8,0.0,0,2.6,0.0
2016-05-29 20:00:00,175.418,32.8,0.0,16.1,0.0,0,1.5,0.0
2016-05-29 21:00:00,174.735,31.1,0.0,19.4,0.0,0,3.1,-1.6999999999999957
2016-05-29 22:00:00,175.418,27.8,0.0,20.6,0.0,0,6.2,-3.3000000000000007
2016-05-29 23:00:00,175.418,27.2,0.0,20.0,0.0,0,4.1,-0.6000000000000014
2016-05-30 00:00:00,175.418,25.6,6.0,20.0,0.0,0,4.1,-1.5999999999999979
2016-05-30 01:00:00,175.418,23.9,0.0,21.1,38.0,0,4.1,-1.7000000000000028
2016-05-30 02:00:00,175.418,22.8,0.0,21.1,51.0,0,3.6,-1.0999999999999979
2016-05-30 03:00:00,175.418,23.3,0.0,21.7,0.0,0,1.5,0.5
2016-05-30 04:00:00,176.101,22.8,0.0,21.7,0.0,0,0.0,-0.5
2016-05-30 05:00:00,178.148,22.8,0.0,21.7,0.0,0,1.5,0.0
2016-05-30 06:00:00,177.46599999999998,22.8,4.0,21.7,0.0,0,2.6,0.0
2016-05-30 07:00:00,178.831,22.2,4.0,20.6,0.0,0,3.1,-0.6000000000000014
2016-05-30 08:00:00,172.005,21.7,4.0,20.6,0.0,0,1.5,-0.5
2016-05-30 09:00:00,172.005,21.7,0.0,20.6,0.0,0,2.6,0.0
2016-05-30 10:00:00,175.418,21.7,4.0,20.0,0.0,0,2.1,0.0
2016-05-30 11:00:00,178.148,21.7,4.0,20.0,0.0,0,2.1,0.0
2016-05-30 12:00:00,178.831,23.9,2.0,20.0,0.0,0,0.0,2.1999999999999993
2016-05-30 13:00:00,175.418,25.6,2.0,20.6,0.0,0,2.6,1.7000000000000028
2016-05-30 14:00:00,174.053,28.3,2.0,21.1,0.0,0,2.6,2.6999999999999993
2016-05-30 15:00:00,176.101,29.4,2.0,21.1,0.0,0,2.6,1.0999999999999979
2016-05-30 16:00:00,177.46599999999998,29.4,4.0,20.6,0.0,0,1.5,0.0
2016-05-30 17:00:00,173.37,30.6,4.0,20.0,0.0,0,0.0,1.2000000000000028
2016-05-30 18:00:00,176.101,30.6,4.0,18.9,0.0,0,2.1,0.0
2016-05-30 19:00:00,176.101,32.2,4.0,18.9,0.0,0,1.5,1.6000000000000014
2016-05-30 20:00:00,178.148,30.0,0.0,19.4,0.0,0,5.7,-2.200000000000003
2016-05-30 21:00:00,176.783,28.3,0.0,18.9,0.0,0,6.7,-1.6999999999999993
2016-05-30 22:00:00,174.053,28.3,0.0,17.8,0.0,0,4.6,0.0
2016-05-30 23:00:00,176.783,27.8,0.0,19.4,0.0,0,5.1,-0.5
2016-05-31 00:00:00,178.148,26.7,6.0,19.4,0.0,0,2.6,-1.1000000000000014
2016-05-31 01:00:00,174.053,26.1,0.0,19.4,0.0,0,2.6,-0.5999999999999979
2016-05-31 02:00:00,176.783,25.6,0.0,20.0,0.0,0,4.6,-0.5
2016-05-31 03:00:00,178.831,22.8,0.0,19.4,3.0,0,4.6,-2.8000000000000007
2016-05-31 04:00:00,182.24400000000003,22.8,0.0,20.0,0.0,0,1.5,0.0
2016-05-31 05:00:00,181.561,22.8,0.0,20.6,3.0,0,2.1,0.0
2016-05-31 06:00:00,178.148,22.2,6.0,21.1,3.0,0,2.1,-0.6000000000000014
2016-05-31 07:00:00,177.46599999999998,22.2,0.0,21.1,0.0,0,2.1,0.0
2016-05-31 08:00:00,178.831,21.7,0.0,20.6,0.0,0,0.0,-0.5
2016-05-31 09:00:00,178.148,21.7,4.0,20.6,0.0,0,2.6,0.0
2016-05-31 10:00:00,176.101,21.7,2.0,20.6,0.0,0,2.1,0.0
2016-05-31 11:00:00,180.879,21.1,2.0,20.6,0.0,0,1.5,-0.5999999999999979
2016-05-31 12:00:00,184.974,22.8,2.0,21.1,0.0,0,2.6,1.6999999999999993
2016-05-31 13:00:00,183.609,25.0,2.0,21.1,0.0,0,2.1,2.1999999999999993
2016-05-31 14:00:00,188.387,27.2,2.0,21.1,0.0,0,1.5,2.1999999999999993
2016-05-31 15:00:00,184.291,29.4,2.0,21.1,0.0,0,1.5,2.1999999999999993
2016-05-31 16:00:00,188.387,30.0,2.0,19.4,0.0,0,1.5,0.6000000000000014
2016-05-31 17:00:00,187.022,31.7,2.0,18.9,0.0,0,2.1,1.6999999999999993
2016-05-31 18:00:00,182.24400000000003,31.7,4.0,18.9,0.0,0,1.5,0.0
2016-05-31 19:00:00,163.814,32.2,4.0,18.3,0.0,0,2.1,0.5000000000000036
2016-05-31 20:00:00,170.64,33.9,4.0,17.8,0.0,0,1.5,1.6999999999999957
2016-05-31 21:00:00,170.64,32.8,4.0,17.8,0.0,0,2.6,-1.1000000000000014
2016-05-31 22:00:00,170.64,31.7,0.0,17.2,0.0,0,2.6,-1.0999999999999979
2016-05-31 23:00:00,172.005,29.4,0.0,20.6,0.0,0,5.7,-2.3000000000000007
2016-06-01 00:00:00,170.64,26.1,8.0,21.1,18.0,0,3.6,-3.299999999999997
2016-06-01 01:00:00,169.958,21.7,0.0,20.0,234.0,0,6.7,-4.400000000000002
2016-06-01 02:00:00,170.64,21.7,0.0,20.6,13.0,0,1.5,0.0
2016-06-01 03:00:00,171.32299999999998,22.8,0.0,21.1,5.0,0,0.0,1.1000000000000014
2016-06-01 04:00:00,174.053,22.8,0.0,21.1,0.0,0,1.5,0.0
2016-06-01 05:00:00,178.148,22.8,0.0,21.1,0.0,0,0.0,0.0
2016-06-01 06:00:00,177.46599999999998,22.8,6.0,21.7,0.0,0,0.0,0.0
2016-06-01 07:00:00,175.418,23.3,0.0,22.2,0.0,0,0.0,0.5
2016-06-01 08:00:00,170.64,22.2,0.0,21.7,0.0,0,1.5,-1.1000000000000014
2016-06-01 09:00:00,169.275,22.8,2.0,21.7,0.0,0,0.0,0.6000000000000014
2016-06-01 10:00:00,174.053,22.2,2.0,21.1,0.0,0,0.0,-0.6000000000000014
2016-06-01 11:00:00,174.053,21.1,4.0,20.6,0.0,0,0.0,-1.0999999999999979
2016-06-01 12:00:00,176.101,23.3,2.0,22.2,0.0,0,0.0,2.1999999999999993
2016-06-01 13:00:00,179.513,25.6,2.0,22.2,0.0,0,1.5,2.3000000000000007
2016-06-01 14:00:00,180.879,26.7,2.0,20.6,0.0,0,0.0,1.0999999999999979
2016-06-01 15:00:00,253.912,27.8,2.0,21.1,0.0,0,1.5,1.1000000000000014
2016-06-01 16:00:00,253.912,29.4,4.0,21.1,0.0,0,1.5,1.5999999999999979
2016-06-01 17:00:00,253.23,31.1,4.0,21.1,0.0,0,1.5,1.7000000000000028
2016-06-01 18:00:00,235.483,31.1,4.0,20.0,0.0,0,2.6,0.0
